disasterType,id,disasterNumber,state,incidentBeginDate,placeCode,declaredCountyArea,incidentType
FS,5465a03449d3d6a93c739f07,2306,FL,2000-06-05T04:00:00.000Z,99125,Union (County),Fire
FS,5465a03449d3d6a93c739ebd,2306,FL,2000-06-05T04:00:00.000Z,99047,Hamilton (County),Fire
FS,5465a03449d3d6a93c739e98,2306,FL,2000-06-05T04:00:00.000Z,99121,Suwannee (County),Fire
FS,5465a03449d3d6a93c739e73,2306,FL,2000-06-05T04:00:00.000Z,99007,Bradford (County),Fire
FS,5465a03449d3d6a93c739e4e,2306,FL,2000-06-05T04:00:00.000Z,99023,Columbia (County),Fire
FS,5465a03449d3d6a93c739e28,2306,FL,2000-06-05T04:00:00.000Z,99003,Baker (County),Fire
FS,5465a03449d3d6a93c739f75,2305,FL,2000-06-02T04:00:00.000Z,99089,Nassau (County),Fire
FS,5465a03449d3d6a93c739f50,2305,FL,2000-06-02T04:00:00.000Z,99019,Clay (County),Fire
FS,5465a03449d3d6a93c739f2b,2305,FL,2000-06-02T04:00:00.000Z,99031,Duval (County),Fire
FS,5465a03449d3d6a93c739f06,2303,FL,2000-05-29T21:11:00.000Z,99107,Putnam (County),Fire
FS,5465a03449d3d6a93c739ebc,2303,FL,2000-05-29T21:11:00.000Z,99075,Levy (County),Fire
FS,5465a03449d3d6a93c739e97,2303,FL,2000-05-29T21:11:00.000Z,99083,Marion (County),Fire
FS,5465a03449d3d6a93c739e72,2303,FL,2000-05-29T21:11:00.000Z,99001,Alachua (County),Fire
FS,5465a03449d3d6a93c739e4d,2303,FL,2000-05-29T21:11:00.000Z,99041,Gilchrist (County),Fire
FS,5465a03449d3d6a93c739e27,2302,FL,2000-05-29T01:03:50.000Z,99035,Flagler (County),Fire
FS,5465a03449d3d6a93c739f74,2301,FL,2000-05-28T11:45:00.000Z,99097,Osceola (County),Fire
FS,5465a03449d3d6a93c739f4f,2301,FL,2000-05-28T11:45:00.000Z,99009,Brevard (County),Fire
FS,5465a03449d3d6a93c739f2a,2301,FL,2000-05-28T11:45:00.000Z,99095,Orange (County),Fire
FS,5465a03449d3d6a93c739f05,2300,FL,2000-05-22T04:00:00.000Z,99103,Pinellas (County),Fire
FS,5465a03449d3d6a93c739ee0,2300,FL,2000-05-22T04:00:00.000Z,99105,Polk (County),Fire
FS,5465a03449d3d6a93c739e96,2300,FL,2000-05-22T04:00:00.000Z,99057,Hillsborough (County),Fire
FS,5465a03449d3d6a93c739f73,2299,FL,2000-05-19T04:00:00.000Z,99017,Citrus (County),Fire
FS,5465a03449d3d6a93c739ebb,2299,FL,2000-05-19T04:00:00.000Z,99119,Sumter (County),Fire
FS,5465a03449d3d6a93c739e71,2299,FL,2000-05-19T04:00:00.000Z,99069,Lake (County),Fire
FS,5465a03449d3d6a93c739e4c,2299,FL,2000-05-19T04:00:00.000Z,99101,Pasco (County),Fire
FS,5465a03449d3d6a93c739e26,2299,FL,2000-05-19T04:00:00.000Z,99053,Hernando (County),Fire
FS,5465a03449d3d6a93c739f29,2298,FL,2000-05-15T04:00:00.000Z,99115,Sarasota (County),Fire
FS,5465a03449d3d6a93c739eba,2294,FL,2000-04-11T04:00:00.000Z,99021,Collier (County),Fire
